IP,Ports,JA4X,Subject.common_name,SeenFirst,SeenLast
212.92.104.8,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,6/5/2023 1:08,4/22/2024 1:22
212.92.104.3,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,6/4/2023 1:25,4/22/2024 1:25
212.92.104.123,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,6/8/2023 0:50,4/22/2024 1:22
223.26.52.200,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/7/2024 1:08,4/22/2024 1:25
38.147.191.45,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,12/10/2023 1:29,4/25/2024 0:35
151.236.21.251,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,11/22/2022 13:32,4/22/2024 1:20
65.21.158.176,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,6/27/2023 1:03,4/20/2024 0:38
51.75.59.244,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/8/2024 1:04,4/23/2024 0:46
51.38.224.235,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,7/12/2023 0:39,4/22/2024 0:54
51.75.37.250,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/5/2024 0:54,4/15/2024 0:39
167.235.193.196,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,10/21/2022 14:42,4/15/2024 1:14
192.119.97.65,4433,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,11/10/2022 3:22,4/25/2024 4:25
65.109.142.153,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,6/27/2023 0:59,4/21/2024 0:48
193.151.153.51,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,6/4/2023 1:22,4/22/2024 1:08
185.107.44.100,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/24/2024 1:22,4/24/2024 0:45
206.71.148.172,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/14/2024 2:56,4/14/2024 2:56
184.174.96.188,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/18/2024 1:10,4/24/2024 0:58
149.248.76.224,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/17/2024 2:33,4/17/2024 2:33
193.42.40.252,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2023 14:08,4/23/2024 0:41
5.160.219.88,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,6/28/2023 8:51,4/13/2024 14:31
87.107.162.87,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2024 14:41,4/13/2024 14:41
103.151.28.36,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/19/2022 12:26,4/23/2024 0:41
45.77.15.193,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/19/2022 16:40,4/25/2024 1:20
51.75.120.56,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,11/9/2023 0:58,4/23/2024 0:46
149.248.76.108,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2024 2:39,4/13/2024 2:39
37.235.50.97,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,11/21/2022 12:56,4/25/2024 0:32
2.189.243.107,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/10/2024 0:53,4/25/2024 0:35
140.238.18.111,65432,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,12/30/2022 17:40,4/24/2024 12:57
92.222.22.95,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,11/6/2023 1:22,4/25/2024 0:34
149.248.77.7,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/12/2024 3:16,4/12/2024 3:16
43.247.70.177,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/19/2022 1:08,4/25/2024 0:36
188.213.68.20,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2024 15:16,4/13/2024 15:16
193.149.185.9,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/20/2024 2:13,4/20/2024 2:13
5.255.116.58,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,7/28/2023 0:41,4/25/2024 0:34
58.34.100.195,60000,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,2/22/2023 14:49,4/22/2024 4:44
148.66.1.69,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,11/17/2022 13:32,4/22/2024 1:03
69.172.75.137,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/19/2022 0:13,4/23/2024 0:53
92.114.17.69,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2024 14:57,4/13/2024 14:57
46.245.85.30,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/7/2023 0:56,4/22/2024 0:55
35.74.62.97,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,11/6/2022 16:49,4/21/2024 10:48
103.149.200.104,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,1/30/2023 13:02,4/24/2024 20:47
37.187.55.193,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,11/23/2023 0:33,4/25/2024 0:46
103.6.6.241,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/19/2022 12:23,4/23/2024 0:43
92.114.17.98,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/18/2024 0:45,4/19/2024 0:46
109.201.134.236,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,6/24/2023 0:34,4/22/2024 1:08
183.131.240.74,9443  8443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/23/2022 9:53,4/21/2024 16:02
146.59.59.216,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/19/2022 15:15,4/15/2024 1:15
45.90.58.176,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/19/2022 13:10,4/25/2024 0:40
217.146.89.18,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,11/12/2022 13:52,4/22/2024 1:20
150.109.197.61,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/19/2022 13:26,4/21/2024 1:13
115.231.57.114,8443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/23/2022 9:48,4/21/2024 16:02
57.129.6.76,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,12/28/2023 5:14,4/13/2024 14:46
136.244.113.191,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/19/2022 1:07,4/25/2024 0:52
65.109.173.206,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/18/2023 13:07,4/22/2024 0:56
121.18.33.202,4433,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,11/25/2022 3:01,4/25/2024 4:17
89.21.64.71,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,5/27/2023 0:45,4/25/2024 0:40
45.92.94.84,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2024 14:42,4/13/2024 14:42
77.247.179.98,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/12/2024 0:57,4/25/2024 0:36
168.119.226.40,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,11/8/2022 13:21,4/22/2024 1:20
212.92.104.6,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,6/4/2023 1:15,4/22/2024 1:20
104.168.96.175,444,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/15/2024 9:26,4/15/2024 9:26
5.255.113.111,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,7/28/2023 0:33,4/24/2024 0:39
45.138.135.110,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,1/13/2024 14:03,4/13/2024 14:41
92.114.17.72,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2024 14:56,4/13/2024 14:56
195.201.99.54,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,10/25/2023 2:01,4/19/2024 1:12
146.59.17.71,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/8/2023 13:19,4/22/2024 1:12
16.171.143.7,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/7/2024 12:52,4/25/2024 4:55
51.38.226.93,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,7/12/2023 0:46,4/21/2024 0:48
70.34.199.164,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/19/2022 15:01,4/24/2024 20:51
49.233.45.129,12345,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,12/26/2022 18:36,4/25/2024 0:20
206.71.148.161,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/19/2024 2:10,4/19/2024 2:10
185.107.44.32,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,5/14/2023 13:18,4/22/2024 1:21
195.85.115.123,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/14/2024 3:02,4/14/2024 3:02
185.187.51.210,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/28/2024 14:55,4/13/2024 15:00
147.78.3.188,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/19/2022 11:58,4/22/2024 1:07
195.85.115.165,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/21/2024 2:14,4/21/2024 2:14
146.59.195.185,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,1/13/2024 17:00,4/13/2024 14:51
5.57.37.29,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2024 14:32,4/13/2024 14:32
51.38.227.49,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,2/20/2024 0:39,4/23/2024 0:41
5.57.37.61,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2024 14:42,4/13/2024 14:42
146.59.83.215,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/10/2023 13:14,4/21/2024 1:12
65.108.50.42,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,11/9/2022 13:01,4/22/2024 0:56
80.154.84.238,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,11/16/2023 1:44,4/22/2024 1:10
51.38.49.136,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/8/2023 12:47,4/23/2024 0:41
65.21.181.89,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,8/19/2022 16:02,4/22/2024 0:56
193.149.180.89,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/16/2024 2:39,4/16/2024 2:39
65.21.49.110,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,10/21/2022 13:28,4/22/2024 1:04
89.46.223.82,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,2/14/2023 13:03,4/22/2024 1:04
193.149.187.198,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/22/2024 2:07,4/22/2024 2:07
154.221.0.92,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/1/2024 1:44,4/22/2024 1:04
212.92.104.10,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,6/4/2023 1:13,4/21/2024 1:30
83.147.17.240,8080,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/14/2024 19:54,4/23/2024 19:45
158.101.148.157,23333,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,12/30/2022 20:57,4/21/2024 20:11
145.239.93.194,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,2/15/2024 19:57,4/21/2024 1:26
92.114.17.75,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2024 14:52,4/13/2024 14:52
149.248.78.107,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2024 2:42,4/13/2024 2:42
185.49.231.51,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2024 15:05,4/13/2024 15:05
188.213.68.21,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2024 15:02,4/13/2024 15:02
51.77.220.141,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/8/2023 12:58,4/23/2024 0:41
217.182.253.25,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,6/16/2023 0:53,4/22/2024 1:12
185.89.22.35,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,5/13/2023 17:28,4/13/2024 15:03
51.38.134.223,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/17/2023 13:05,4/20/2024 0:43
51.83.132.227,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,2/13/2024 22:39,4/12/2024 0:33
135.181.199.191,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,10/21/2022 14:14,4/20/2024 1:10
193.149.189.58,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/19/2024 2:14,4/19/2024 2:14
51.38.131.193,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,2/21/2024 0:37,4/23/2024 0:51
217.146.80.86,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/7/2023 13:55,4/22/2024 1:21
185.107.44.84,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/26/2024 1:32,4/20/2024 1:12
5.57.37.26,666,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/13/2024 14:30,4/13/2024 14:30
51.75.39.87,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,2/15/2024 9:55,4/18/2024 0:38
51.38.236.100,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/8/2023 13:03,4/23/2024 0:41
175.24.163.224,4443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,9/8/2022 16:36,4/22/2024 1:43
112.121.173.125,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,12/11/2022 13:17,4/22/2024 1:10
51.75.59.244,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/20/2024 0:36,4/22/2024 1:05
192.227.177.206,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,3/14/2024 1:54,4/22/2024 1:23
193.149.190.195,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/14/2024 3:04,4/14/2024 3:04
212.92.104.115,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,6/8/2023 0:48,4/22/2024 1:11
193.149.189.164,80,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,4/19/2024 2:14,4/19/2024 2:14
137.220.33.18,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,1/28/2024 19:03,4/24/2024 22:46
45.77.19.249,443,711618dec96d_711618dec96d_0a4d69c180a3,ocserv VPN,1/17/2023 17:49,4/25/2024 1:38
